604.173998237,198.534227473,-45.4941202037
604.018373378,198.235030601,-49.2062951581
593.260681926,211.625836956,-84.6085248227
584.510555297,192.344525522,-50.9153844007
581.931295847,202.476503762,82.5680459498
602.333205074,211.08694287,-7.6121034799
590.942734192,211.669539493,-152.595394494
595.660124867,196.195936032,-247.379387058
595.910976169,192.019149456,-251.073826554
628.066111096,220.733391223,-192.855830722
620.115155134,250.907767793,-85.7470520064
615.441967368,304.047938461,-38.2129467756
512.608599642,376.183020282,-121.185331208
483.941834086,341.249862884,-166.013701856
491.265265072,294.854958523,-156.599583885
579.650944926,226.190712176,-144.622116032
586.582771885,250.979209214,-205.575332206
604.046880298,242.015313181,-165.951673816
653.265341232,220.610680295,-59.5883254705
584.045984712,198.278943687,15.87663755082
486.998680099,195.36401569,18.46057653388
470.037760572,201.555128564,-43.8182747051
451.112178227,201.887096182,-81.8794770994
483.148670098,204.29363478,-140.72757545
496.995411954,202.756060631,-192.98252812
554.152827943,202.268616378,-193.032234092
617.618519274,201.988206982,-205.227854813
641.637087786,197.658593677,-224.125203107
692.416737649,198.711828014,-183.751950448
725.306990078,201.310909219,-84.1454548586
729.606419843,210.714235003,57.6574785088
665.41131727,220.758949423,80.1851203161
656.337642477,195.740715771,-92.341493086
602.618045346,178.5175341922,-200.711953398
566.759940298,163.2043113031,-242.172526947
563.409193252,111.9677948515,-240.136314855
589.178707447,140.0205155897,-231.671166658
595.71044452,177.176986529,-149.38495645
559.889852321,196.501719584,-80.4116744703
575.207861671,209.685691814,-26.5043430019
552.552774884,164.5305964645,-142.488697485
550.570827483,132.8365034771,-227.983506348
552.042946296,141.1707601308,-242.066006946
603.437152762,164.4705920995,-189.618235636
584.516788881,196.325204882,-110.833777574
519.977979437,199.877071541,-88.2654645945
476.623971072,198.435334028,-147.730224058
580.244878,193.203428822,-165.57848518
609.549319987,193.187807026,-105.444876299
639.534852796,195.301674359,-13.7118632329
642.531991903,197.296628044,62.7280780893
640.827577716,203.926574343,-46.1598338632
575.630290573,198.183726233,-180.676669521
541.111230856,190.204844613,-210.992286896
523.065519459,179.3469124305,-230.171966474
510.106409308,179.5296282533,-229.248619826
520.945351883,183.4464198498,-206.305572481
506.123439458,188.02160516,-117.770943044
464.888787199,189.462609078,-71.6351893225
438.685847889,188.383008689,-85.3424026735
408.857598351,186.840689299,-94.64407972
416.123339232,191.763955953,-104.127334625
523.637125616,194.958938782,-174.438872457
582.320909561,196.957339856,-221.571928884
618.365304923,195.011935692,-252.861606097
647.994042647,196.534799965,-209.443868718
676.958933825,200.531174667,-129.180562603
682.5038322,200.183694749,-40.9107331726
628.233693747,182.0661943413,6.03328571274
595.111375563,150.344876213,-100.8878735
536.850994399,137.5305798249,-183.62930928
503.807824656,155.6009697667,-222.410504237
498.48661678,182.3542521791,-213.712520394
559.847718161,209.14256688,-165.251433223
594.615450139,211.011560637,-75.9860209248
586.982149714,187.726221663,6.03903213343
529.033967446,215.502584392,-86.1394689745
472.07769344,235.012922158,-155.08666333
462.692237297,242.183250664,-187.188486121
457.377263152,254.198931911,-211.143885751
509.187508649,248.933100557,-190.578227182
566.639800902,232.995224358,-129.804105697
564.909362226,210.592901719,-57.5238388862
576.998354879,186.202710659,22.4020028595
575.754410841,157.8933449376,119.516994815
570.711239991,137.4659439451,184.152500741
573.472266131,138.261007112,164.694891835
583.883150589,170.4432652998,60.9180441442
564.795477796,206.919278683,-72.0033140888
525.167830137,236.15975407,-171.789536325
489.666702117,241.093439104,-208.343077825
526.499101667,229.250686272,-173.376827596
617.173562629,201.299120134,-55.4946861148
600.471051423,189.476834001,-7.7964708378
531.938506957,208.635845426,-94.557634459
458.76098702,197.881656009,-151.039752949
448.623498883,180.4044473696,-186.560920682
449.067518163,203.408109299,-205.586400035
469.291512293,222.918270636,-172.809827803
448.291375371,210.02399,-78.6641416967
475.415106843,207.139375889,-57.01997793
592.7155066,210.659306795,-80.0892081624
635.686171975,220.367592868,-190.894747014
632.900375721,213.405374879,-238.828637961
623.103948862,212.484463925,-268.337729623
628.787199682,234.530292539,-218.47933181
630.594732347,266.427650592,-158.531822972
618.27241123,192.390334927,18.80501005906
547.285144681,177.1821616985,33.4492956577
452.192902788,186.223163792,-16.065904585
430.61816792,192.25222912,-46.2085466347
432.130715176,213.420240163,-126.831025452
434.456926906,218.993556124,-163.810070944
431.959458291,223.288236164,-191.495181286
478.277355187,221.723064083,-181.189259881
534.456555938,229.325354457,-228.897268292
565.531234202,230.035057435,-252.750876886
604.791953339,226.348159465,-236.112485486
655.693306091,220.583330623,-195.042621639
681.54840154,213.820435582,-127.379780662
663.123980881,200.300891328,-29.2244189405
651.779053045,197.21644624,-14.5945832477
574.756046544,186.923896095,25.7261243757
526.809550815,195.019860614,-35.1665735898
473.593201818,203.69104436,-88.8830780405
436.687190579,207.955798875,-112.960931956
416.520023975,210.755315141,-130.875840841
407.233328336,210.911230163,-132.627654414
503.170791385,204.182856643,-99.637127405
623.147723906,202.62880237,-88.7323297145
678.034393942,196.13267851,-43.3912814467
660.882623917,205.92790078,-98.830942316
620.483538279,220.193657264,-179.649562308
592.944193412,218.809174825,-139.475281775
541.547017253,211.108849891,-93.587252275
493.230451775,214.72942644,-118.016690268
439.283725287,218.176943213,-149.243604002
421.327823274,210.189558897,-148.740725354
414.831949245,197.004892837,-147.026715086
422.757090122,221.824347838,-157.068581976
500.384509724,234.679151262,-156.842769259
551.091014976,246.378541436,-204.976008073
589.844637706,240.016418511,-202.709035798
582.516508559,239.041307402,-253.569580701
581.845611902,236.235671472,-251.445793001
579.667127312,216.863184922,-143.92699116
485.895200836,199.619295872,-124.475350448
471.952438654,157.3340437715,-198.123340657
549.302876808,171.2057938696,-132.017603933
588.659070467,204.05679906,-29.6533050393
573.371984779,206.549941777,-18.8379868606
503.017675792,189.226593484,-101.378172419
440.934425336,173.6983043851,-169.163559258
438.249075773,133.4984988215,-183.473843978
510.058529133,105.4644603246,-194.778438116
581.787518218,183.4171059512,-109.649764381
600.142749373,216.559999067,5.43687779957
600.059661593,217.387999015,8.309136715968
600.060441242,217.387293334,8.292895692406
600.055736933,217.386413749,8.299982679431
600.062354167,217.386603086,8.297530319704
600.05857726,217.393003799,8.314274262682
600.062935732,217.387634944,8.28702244745
600.053808029,217.39140602,8.307434980622
600.057150281,217.390937104,8.305369336567
600.052843405,217.393935163,8.317553534619
600.054822501,217.388119627,8.30555942468
600.059931559,217.390091718,8.30280578268
600.052203454,217.39687002,8.321247638247
600.060556178,217.387154984,8.295951326343
600.059851663,217.389471284,8.304832885098
600.058952071,217.392602533,8.30655204091
600.303415895,217.264582582,7.77017788506
600.713686261,205.443164606,-27.8334826631
543.661771006,171.3688507756,-139.656819358
493.62876965,151.8292857439,-187.834080052
462.410619916,128.6489472392,-209.764978068
446.255277635,106.6518688058,-162.024358821
458.48069044,59.701886297,-192.593436676
504.254076223,-1.51355759810001,-209.892778936
536.528463895,-37.446870138,-219.313585637
585.175703834,39.9182981895,-192.900918592
624.173313395,138.1668313365,-142.275904718
631.356440928,252.441006633,-63.0077058224
726.210164467,237.079406227,31.1834019564
725.347737836,176.1928124439,-100.303803603
665.609796004,188.805037447,-59.8405045258
546.414709283,206.582721826,8.9873345305419
494.129387568,189.565371558,-50.3453979544
533.711380931,171.4985645847,-98.097788786
580.132253815,146.8506338214,-159.275170385
508.744821541,165.2791327602,-83.324900938
493.6272307,173.8224595904,-61.0235581367
467.709181561,188.248223292,-50.8424903769
474.087405453,184.630895963,-61.1942089213
535.027929615,213.487017991,-69.83920028
552.78983139,231.883844081,-33.215837396
587.220507947,220.781927122,-142.788436153
538.854622608,238.661621525,-202.606783489
499.069444307,242.075344558,-229.192069189
546.038496991,229.647228663,-198.28445325
620.739743676,213.484668392,-147.541838739
663.966316158,220.735671113,-189.242261885
691.294019926,216.533598797,-159.983408812
738.927513782,190.940264495,-17.4787888996
729.052798359,170.4107841657,121.529445446
630.280646167,180.6662531802,172.507755608
517.578671667,178.6788293639,175.685529929
508.74056749,179.8634918611,147.113783275
499.608324123,186.843142058,53.5282232127
496.100101974,191.186089279,-20.9184201616
514.084592991,196.022985878,-96.013448513
486.775896969,210.235340388,-148.205857834
445.425100009,200.57576622,-176.588436402
461.084259016,200.176137187,-168.05352337
604.295180772,199.501466969,-165.423485416
658.30900479,203.122047029,-208.224480574
695.131512092,201.250611842,-127.539657507
724.558207391,198.527687572,-14.2400459984
725.204069059,196.446848618,71.419420245
665.961510775,195.525429739,110.559658781
600.211576441,196.547305557,74.9294516513
529.152126764,198.640527581,-17.1338622167
518.111645296,198.755656038,-77.8246072345
553.090768795,199.449149323,-187.022193047
523.769487113,199.81803716,-231.204327778
509.892790628,200.685607424,-239.155304983
506.482100115,214.253878141,-157.897920235
464.399525051,205.816040219,-78.4608758911
460.565120949,203.289616232,-91.212275922
438.662892466,198.780859827,-108.127694046
450.095523766,193.486582282,-99.62625362
618.298925958,193.755480571,-110.204628238
692.056375423,198.507391861,-168.204993994
725.646307747,199.879086548,-171.370891308
762.492789086,200.761461939,-43.3730178178
766.133449865,201.48812261,46.5959987706
737.836245765,202.012940551,98.2540639992
720.45026936,202.891435453,62.3018287482
646.958301006,201.690607363,16.85275329945
558.269181143,197.879718041,-99.650883219
512.178868664,196.913879211,-133.542604397
455.575542996,195.347074113,-178.479307114
431.651189776,187.621956814,-189.566324892
514.120969253,162.8416809836,-148.758454933
564.39658348,115.3807771673,-182.91129483
567.991848138,65.8867293056,-234.133636492
554.152358413,18.2482022192,-267.295155086
550.998881911,30.0961457363,-260.789217559
550.032296636,113.6712675367,-172.485306909
578.848923851,187.029372961,-59.9897490209
585.941643925,191.293373103,70.6845362026
672.672947364,178.3535348016,39.8350282895
612.83882773,226.974637973,-152.969120282
540.12127487,241.40267614,-218.173108991
501.167332746,245.623268339,-237.584333246
544.340411495,242.150299188,-210.093812241
620.885305574,223.804409599,-134.370667061
666.368659628,183.6259642771,-25.1558609143
676.966515558,208.311992793,-92.0324982
753.200644325,207.697779485,-76.7155801222
758.969005468,225.124961479,-158.143003928
757.45980714,192.121119431,-193.105422503
757.32327315,153.9777691735,-209.886077413
757.330991298,116.1276560865,-218.453959175
757.027159051,63.8522257914,-220.997776455
751.440015014,21.9444410786,-231.137301395
748.516123586,-2.3894142229,-221.36814545
746.930033396,15.5029074893,-216.948034289
770.521976338,80.56216831583,-186.383543489
793.111908759,192.413662762,-87.7010956935
771.963826962,271.841262615,83.8284967221
792.60027042,199.186745369,39.9838616673
756.084002977,186.713259167,-178.236988213
731.899605008,178.9449008991,-239.428664466
726.717173236,144.727571612,-260.688712577
725.720860565,111.9203492552,-265.430262329
741.864460931,140.7692329031,-219.602056031
741.597841323,170.6101382793,-113.924092294
658.28599348,167.2369392143,-129.13553676
597.560236996,148.9099727579,-233.088330594
614.072146825,170.7291990461,-209.001907712
