54.4941202037,114.534227473,521.173998237
58.2062951581,114.235030601,521.018373378
93.6085248227,127.625836956,510.260681926
59.9153844007,108.344525522,501.510555297
-73.5680459498,118.476503762,498.931295847
16.6121034799,127.08694287,519.333205074
161.595394494,127.669539493,507.942734192
256.379387058,112.195936032,512.660124867
260.073826554,108.019149456,512.910976169
201.855830722,136.733391223,545.066111096
94.7470520064,166.907767793,537.115155134
47.2129467756,220.047938461,532.441967368
130.185331208,292.183020282,429.608599642
175.013701856,257.249862884,400.941834086
165.599583885,210.854958523,408.265265072
153.622116032,142.190712176,496.650944926
214.575332206,166.979209214,503.582771885
174.951673816,158.015313181,521.046880298
68.5883254705,136.610680295,570.265341232
-6.87663755082,114.278943687,501.045984712
-9.46057653388,111.36401569,403.998680099
52.8182747051,117.555128564,387.037760572
90.8794770994,117.887096182,368.112178227
149.72757545,120.29363478,400.148670098
201.98252812,118.756060631,413.995411954
202.032234092,118.268616378,471.152827943
214.227854813,117.988206982,534.618519274
233.125203107,113.658593677,558.637087786
192.751950448,114.711828014,609.416737649
93.1454548586,117.310909219,642.306990078
-48.6574785088,126.714235003,646.606419843
-71.1851203161,136.758949423,582.41131727
101.341493086,111.740715771,573.337642477
209.711953398,94.5175341922,519.618045346
251.172526947,79.2043113031,483.759940298
249.136314855,27.9677948515,480.409193252
240.671166658,56.0205155897,506.178707447
158.38495645,93.176986529,512.71044452
89.4116744703,112.501719584,476.889852321
35.5043430019,125.685691814,492.207861671
151.488697485,80.5305964645,469.552774884
236.983506348,48.8365034771,467.570827483
251.066006946,57.1707601308,469.042946296
198.618235636,80.4705920995,520.437152762
119.833777574,112.325204882,501.516788881
97.2654645945,115.877071541,436.977979437
156.730224058,114.435334028,393.623971072
174.57848518,109.203428822,497.244878
114.444876299,109.187807026,526.549319987
22.7118632329,111.301674359,556.534852796
-53.7280780893,113.296628044,559.531991903
55.1598338632,119.926574343,557.827577716
189.676669521,114.183726233,492.630290573
219.992286896,106.204844613,458.111230856
239.171966474,95.3469124305,440.065519459
238.248619826,95.5296282533,427.106409308
215.305572481,99.4464198498,437.945351883
126.770943044,104.02160516,423.123439458
80.6351893225,105.462609078,381.888787199
94.3424026735,104.383008689,355.685847889
103.64407972,102.840689299,325.857598351
113.127334625,107.763955953,333.123339232
183.438872457,110.958938782,440.637125616
230.571928884,112.957339856,499.320909561
261.861606097,111.011935692,535.365304923
218.443868718,112.534799965,564.994042647
138.180562603,116.531174667,593.958933825
